timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2017-08-01,4261.48,4745.42,3400.0,4724.89,10015.640272,2017-08-31 23:59:59.999,42538297.66482722,69180,4610.019431,19419232.11660334,0.0
2017-09-01,4689.89,4939.19,2817.0,4378.51,27634.18912,2017-09-30 23:59:59.999,110493081.58501816,228745,12353.170043,49199923.91602857,0.0
2017-10-01,4378.49,6498.01,4110.0,6463.0,41626.388463,2017-10-31 23:59:59.999,228736757.83148792,303389,19231.858853,105340098.61188824,0.0
2017-11-01,6463.0,11300.03,5325.01,9838.96,108487.978119,2017-11-30 23:59:59.999,892748838.3973899,577424,55476.983538,464487575.8998088,0.0
2017-12-01,9837.0,19798.68,9380.0,13716.36,408476.658399,2017-12-31 23:59:59.999,5975573892.335594,3082883,213940.587099,3122653751.3487988,0.0
2018-01-01,13715.65,17176.24,9035.0,10285.1,816675.564467,2018-01-31 23:59:59.999,9979686765.57534,7214977,405900.525084,4998781571.24693,0.0
2018-02-01,10285.1,11786.01,6000.01,10326.76,1243940.85531,2018-02-28 23:59:59.999,11576600898.496582,11684784,605296.665626,5637272324.135996,0.0
2018-03-01,10325.64,11710.0,6600.1,6923.91,1235326.31402,2018-03-31 23:59:59.999,10789435243.860197,9237002,600809.010645,5248981630.130889,0.0
2018-04-01,6922.0,9759.82,6430.0,9246.01,1110964.015581,2018-04-30 23:59:59.999,8963408127.53917,7421056,562990.666953,4545945701.676253,0.0
2018-05-01,9246.01,10020.0,7032.95,7485.01,914476.377885,2018-05-31 23:59:59.999,7717053810.960644,7433740,465963.946341,3927577118.133629,0.0
2018-06-01,7485.01,7786.69,5750.0,6390.07,942249.765944,2018-06-30 23:59:59.999,6334765066.668446,6911213,511693.580655,3444934498.1056666,0.0
2018-07-01,6391.08,8491.77,6070.0,7730.93,1102510.436786,2018-07-31 23:59:59.999,7956324970.008916,6137961,590311.682161,4258637350.565962,0.0
2018-08-01,7735.67,7750.0,5880.0,7011.21,1408159.816556,2018-08-31 23:59:59.999,9361010282.352654,6947401,757462.270359,5036496276.224335,0.0
2018-09-01,7011.21,7410.0,6111.0,6626.57,1100653.423315,2018-09-30 23:59:59.999,7274119992.680284,5764608,597396.269165,3949166119.0301757,0.0
2018-10-01,6626.57,7680.0,6205.0,6371.93,629922.086219,2018-10-31 23:59:59.999,4151246611.5536914,3852914,324179.636991,2136571667.2648249,0.0
2018-11-01,6369.52,6615.15,3652.66,4041.32,1210366.564567,2018-11-30 23:59:59.999,5762104292.969666,6810329,616104.67054,2927681316.7787304,0.0
2018-12-01,4041.27,4312.99,3156.26,3702.9,1591229.611862,2018-12-31 23:59:59.999,5893039910.760216,7933980,809310.7712,2995966430.439426,0.0
2019-01-01,3701.23,4069.8,3349.92,3434.1,908244.14054,2019-01-31 23:59:59.999,3320676978.282867,6315903,471134.137498,1722159891.3014305,0.0
2019-02-01,3434.1,4198.0,3373.1,3813.69,861783.986727,2019-02-28 23:59:59.999,3202849295.152803,5866928,452235.785562,1681041785.0133934,0.0
2019-03-01,3814.26,4140.0,3670.69,4103.95,787190.48925,2019-03-31 23:59:59.999,3091934416.096792,5549651,416484.156595,1636152913.8097374,0.0
2019-04-01,4102.44,5600.0,4067.0,5320.81,1126961.315101,2019-04-30 23:59:59.999,5743659745.683714,7878682,575775.326797,2933079322.3586507,0.0
2019-05-01,5321.94,9074.26,5316.2,8555.0,1498410.025617,2019-05-31 23:59:59.999,11148664963.531687,12978067,778598.220628,5791322850.876026,0.0
2019-06-01,8555.0,13970.0,7444.58,10854.1,1689489.647326,2019-06-30 23:59:59.999,17039339677.99758,15717591,869210.722548,8732583691.028864,0.0
2019-07-01,10854.1,13147.08,9060.0,10080.53,1886176.065915,2019-07-31 23:59:59.999,20321356634.297855,17005268,955194.468837,10278506136.645895,0.0
2019-08-01,10080.53,12330.7,9320.0,9587.47,1201961.576316,2019-08-31 23:59:59.999,12906016545.404419,11862163,607197.730488,6523990464.572799,0.0
2019-09-01,9588.74,10905.87,7710.0,8289.34,1116856.475836,2019-09-30 23:59:59.999,10708237140.603718,10290100,560469.13385,5377015249.31717,0.0
2019-10-01,8289.97,10370.0,7300.0,9140.85,1446763.024045,2019-10-31 23:59:59.999,12389911486.343376,14098403,733947.670057,6285965694.637506,0.0
2019-11-01,9140.86,9513.68,6515.0,7541.89,1499118.774995,2019-11-30 23:59:59.999,12102536663.596674,12471724,750869.623227,6067338401.456775,0.0
2019-12-01,7540.63,7750.0,6435.0,7195.23,1307033.020384,2019-12-31 23:59:59.999,9459566247.185167,10826717,663282.884286,4802558841.087473,0.0
2020-01-01,7195.24,9578.0,6871.04,9352.89,1691323.137782,2020-01-31 23:59:59.999,14188275899.577446,14894658,856196.333802,7181731095.296175,0.0
2020-02-01,9351.71,10500.0,8445.0,8523.61,1609726.154564,2020-02-29 23:59:59.999,15497862132.125307,17837429,798553.012528,7693054951.9507675,0.0
2020-03-01,8523.61,9188.0,3782.13,6410.44,3789768.913125,2020-03-31 23:59:59.999,24019544659.32284,28381746,1845421.420217,11718738378.677536,0.0
2020-04-01,6412.14,9460.0,6150.11,8620.0,2528373.691121,2020-04-30 23:59:59.999,18428838833.75182,22386100,1225177.008108,8934788999.322521,0.0
2020-05-01,8620.0,10067.0,8117.0,9448.27,2685340.078508,2020-05-31 23:59:59.999,24747877574.699898,26310658,1290540.419741,11899518361.293411,0.0
2020-06-01,9448.27,10380.0,8833.0,9138.55,1504745.517922,2020-06-30 23:59:59.999,14277079245.338604,16545761,722427.805431,6859500825.045642,0.0
2020-07-01,9138.08,11444.0,8893.03,11335.46,1507827.21494,2020-07-31 23:59:59.999,14753365566.208982,20753644,730493.372932,7150041886.61255,0.0
2020-08-01,11335.46,12468.0,10518.5,11649.51,1891193.007128,2020-08-31 23:59:59.999,21998484649.31155,30195218,905652.249495,10538058910.640635,0.0
2020-09-01,11649.51,12050.85,9825.0,10776.59,1730389.160179,2020-09-30 23:59:59.999,18438729253.51499,26134850,829701.081638,8841238423.250223,0.0
2020-10-01,10776.59,14100.0,10374.0,13791.0,1592634.419946,2020-10-31 23:59:59.999,19264362947.437504,22613534,784505.599749,9492633451.611906,0.0
2020-11-01,13791.0,19863.16,13195.05,19695.87,2707064.911165,2020-11-30 23:59:59.999,45120124395.27154,42912200,1321484.072802,22052425057.035137,0.0
2020-12-01,19695.87,29300.0,17572.33,28923.63,2495281.856217,2020-12-31 23:59:59.999,55748654003.59772,45342713,1228961.900949,27479704740.96169,0.0
2021-01-01,28923.63,41950.0,28130.0,33092.98,3440864.750019,2021-01-31 23:59:59.999,118838018199.71985,73759099,1696403.287596,58587953326.30836,0.0
2021-02-01,33092.97,58352.8,32296.16,45135.66,2518242.148517,2021-02-28 23:59:59.999,115983202933.60136,65653181,1252700.494403,57668562533.49612,0.0
2021-03-01,45134.11,61844.0,44950.53,58740.55,2098808.027432,2021-03-31 23:59:59.999,114277364895.22882,63155913,1037830.975625,56539195020.278206,0.0
2021-04-01,58739.46,64854.0,46930.0,57694.27,1993468.938007,2021-04-30 23:59:59.999,113040658323.56618,62061792,976226.920357,55388518667.326706,0.0
2021-05-01,57697.25,59500.0,30000.0,37253.81,3536245.256573,2021-05-31 23:59:59.999,154980424224.31558,83178232,1711558.288987,75081608479.79643,0.0
2021-06-01,37253.82,41330.0,28805.0,35045.0,2901775.305923,2021-06-30 23:59:59.999,102481507278.73122,55904176,1425168.576256,50359134715.68894,0.0
2021-07-01,35045.0,42448.0,29278.0,41461.83,1778463.264837,2021-07-31 23:59:59.999,61788476064.5392,40228107,880515.381564,30622814623.344772,0.0
2021-08-01,41461.84,50500.0,37332.7,47100.89,1635402.874245,2021-08-31 23:59:59.999,73756799190.98482,51659027,817214.788184,36878130953.49747,0.0
2021-09-01,47100.89,52920.0,39600.0,43824.1,1527799.510768,2021-09-30 23:59:59.999,70114825134.22693,41915331,747864.237486,34352902994.42503,0.0
2021-10-01,43820.01,67000.0,43283.03,61299.8,1565556.292623,2021-10-31 23:59:59.999,90057212588.12695,49815374,782372.076228,45002009955.665115,0.0
2021-11-01,61299.81,69000.0,53256.64,56950.56,1291900.105248,2021-11-30 23:59:59.999,78194635615.7968,45535890,634131.258709,38413077824.97192,0.0
2021-12-01,56950.56,59053.55,42000.3,46216.93,1233745.524318,2021-12-31 23:59:59.999,60935346464.96546,38044561,598433.23221,29558202482.973064,0.0
2022-01-01,46216.93,47990.0,32917.17,38466.9,1279407.465721,2022-01-31 23:59:59.999,51219874505.32576,34735027,630501.06261,25234823991.351986,0.0
2022-02-01,38466.9,45821.0,34322.28,43160.0,1253514.21906,2022-02-28 23:59:59.999,50460034907.550316,32130539,622108.42894,25047022649.295532,0.0
2022-03-01,43160.0,48189.84,37155.0,45510.34,1501398.79591,2022-03-31 23:59:59.999,62901992842.08859,36916545,741833.20011,31093329080.46691,0.0
2022-04-01,45510.35,47444.11,37578.2,37630.8,1267655.68178,2022-04-30 23:59:59.999,52631184274.742294,30889436,623552.94801,25897322226.686996,0.0
2022-05-01,37630.8,40023.77,26700.0,31801.04,2387839.680804,2022-05-31 23:59:59.999,75083768066.54288,45431716,1157755.196737,36413700530.40493,0.0
2022-06-01,31801.05,31982.97,17622.0,19942.21,2816058.473226,2022-06-30 23:59:59.999,66264559120.90303,43144553,1378710.910813,32401483987.7927,0.0
2022-07-01,19942.21,24668.0,18781.0,23293.32,4983278.5881,2022-07-31 23:59:59.999,108467653397.87392,122560442,2494105.78689,54302856124.890465,0.0
2022-08-01,23296.36,25211.32,19520.0,20050.02,5692462.41571,2022-08-31 23:59:59.999,127275534241.5204,181680670,2839304.162,63485900953.17243,0.0
2022-09-01,20048.44,22799.0,18125.98,19422.61,9838930.53657,2022-09-30 23:59:59.999,194954443051.87833,175214455,4913376.72779,97381598711.4561,0.0
2022-10-01,19422.61,21085.0,18190.0,20490.74,7499121.81542,2022-10-31 23:59:59.999,147758324643.9277,155718643,3743307.34274,73765350075.40729,0.0
2022-11-01,20490.74,21480.65,15476.0,17163.64,9127693.509065,2022-11-30 23:59:59.999,163721792600.4427,204731238,4534847.298071,81354640325.59416,0.0
2022-12-01,17165.53,18387.95,16256.3,16542.4,5803833.88187,2022-12-31 23:59:59.999,98636156444.71243,137340627,2881079.25106,48966559102.56377,0.0
2023-01-01,16541.77,23960.54,16499.01,23125.13,7977028.87801,2023-01-31 23:59:59.999,164131402696.49188,195640242,3970265.23454,81703060328.83946,0.0
2023-02-01,23125.13,25250.0,21351.07,23141.57,8642691.27165,2023-02-28 23:59:59.999,202098042118.3695,237616543,4307960.2953,100749850713.74112,0.0
2023-03-01,23141.57,29184.68,19549.09,28465.36,9516189.35846,2023-03-31 23:59:59.999,230976895658.80542,225288488,4763490.75166,115663352570.699,0.0
2023-04-01,28465.36,31000.0,26942.82,29233.21,1626745.5585,2023-04-30 23:59:59.999,47014519902.68321,34498914,814487.04557,23542634913.2804,0.0
2023-05-01,29233.2,29820.0,25811.46,26261.49,1064397.64462,2023-05-31 23:59:59.999,29448517048.11864,24855629,516888.16536,14301819670.44132,0.0
